N,contract,rate,q,sigma,maturity,max_abs_x3_difference,max_ulp_x3_difference,signed_mean_x3_difference,positive_count,negative_count,worst_payload,formerly_hard_tail
167,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,163,1.8251650191203339e-11,1777,1647,0,yes
168,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,58,2.7516947054273544e-12,1770,1650,810,no
168,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,36,6.7528066471922443e-12,1739,1628,2730,yes
168,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,73,7.9190612400914517e-12,1731,1597,768,no
168,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,153,-1.4045223317715738e-12,1756,1765,1621,no
169,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,244,5.8287576154558707e-13,1677,1607,2730,yes
169,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,36,1.9064111400624029e-11,1710,1519,2730,yes
169,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,149,2.6178077067173788e-11,1716,1500,2730,yes
169,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,1248,1.1352696560607001e-11,1744,1617,2431,no
170,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,105,1.5119719712353152e-12,1709,1571,1919,no
170,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,36,3.1611213646698388e-11,1765,1463,2730,yes
170,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,301,2.5780344872772254e-11,1731,1556,2730,yes
170,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,311,1.3806067400423672e-11,1735,1624,170,yes
171,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,54,6.8579690537529103e-13,1712,1652,85,no
171,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,36,-7.0422279119242148e-12,1691,1652,2730,yes
171,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,2347,2.1250954771942498e-11,1768,1591,2730,yes
171,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,609,8.5296197188666767e-12,1745,1638,810,no
172,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,108,-1.590672038531693e-13,1760,1674,2730,yes
172,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,37,-8.4599549587949241e-12,1768,1681,2730,yes
172,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,293,1.9642574025646731e-11,1773,1575,2730,yes
172,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,1020,5.9369731353342559e-12,1704,1595,2730,yes
173,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,216,2.3819765604393695e-12,1768,1592,2730,yes
173,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,72,1.5778933715182575e-11,1762,1596,2730,yes
173,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,144,1.379762970543652e-11,1765,1611,2730,yes
173,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,1017,1.5629504634961933e-11,1753,1635,2730,yes
174,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,419,1.4669320445859224e-12,1740,1625,2730,yes
174,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,71,2.5326282737658801e-11,1712,1514,1621,no
174,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,75,1.5074851089647012e-11,1767,1605,1621,no
174,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,837,7.0867582635525395e-12,1763,1619,85,no
175,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,103,2.2372156210925809e-12,1711,1561,1919,no
175,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,139,2.2033534718968184e-11,1792,1566,2730,yes
175,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,75,2.647684155254737e-11,1764,1558,1919,no
175,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,249,7.7378242702152988e-12,1738,1628,2730,yes
176,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,56,4.9557580261705425e-12,1814,1530,2730,yes
176,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,142,2.4443377877325645e-11,1760,1577,2730,yes
176,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,75,6.7825398075704868e-12,1738,1616,2730,yes
176,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,1980,4.8900813953700606e-12,1739,1693,2730,yes
177,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,109,1.5094696326212187e-13,1694,1604,1621,no
177,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,286,1.2908667190725254e-11,1720,1589,2730,yes
177,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,36,9.8734076470208265e-12,1706,1579,2730,yes
177,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,246,1.3227169359808499e-11,1784,1617,1152,no
178,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,853,8.4414181374115049e-13,1681,1640,1621,no
178,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,4487,3.0014520166141145e-11,1759,1540,1919,no
178,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,36,2.5728336128238993e-11,1737,1542,1152,no
178,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,136,8.4518364529273526e-12,1734,1691,2730,yes
179,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,216,3.2258640203508548e-12,1707,1495,2730,yes
179,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,282,1.193526527609734e-11,1696,1594,8191,yes
179,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,36,-9.7146457544994291e-12,1667,1612,2730,yes
179,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,540,6.0021154713041369e-12,1754,1624,170,yes
180,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,106,1.9302198728254893e-12,1621,1501,2730,yes
180,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,142,1.2268935867254527e-12,1704,1633,8191,yes
180,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,37,4.7597620289607789e-12,1712,1619,1834,no
180,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,269,8.3522772031940917e-12,1694,1650,2047,yes
181,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,54,1.8431037945854101e-12,1792,1665,2730,yes
181,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,137,1.0499941194286322e-11,1764,1611,2730,yes
181,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,36,1.2680301253453763e-11,1836,1647,1621,no
181,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,400,1.5089485216890353e-11,1793,1640,2730,yes
182,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,81,1.614386575810034e-12,1722,1595,2730,yes
182,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,69,2.1956311768711601e-11,1759,1542,2730,yes
182,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,37,3.2765082313979121e-11,1788,1556,2730,yes
182,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,134,1.0590500698626215e-11,1745,1623,2560,yes
183,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,1284,1.6580003429217394e-12,1683,1584,2730,yes
183,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,69,1.3488224426261297e-11,1698,1564,8191,yes
183,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,37,9.8265701131694527e-12,1715,1582,2730,yes
183,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,414,5.2781910786503516e-12,1745,1635,597,no
184,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,38,2.3192038567376727e-12,1786,1595,2730,yes
184,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,68,1.154554229998439e-11,1763,1589,85,no
184,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,19,1.403988036940973e-12,1726,1633,768,no
184,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,70,-4.9749371289209421e-12,1687,1733,2730,yes
185,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,41,3.4572171514479777e-13,1729,1642,2730,yes
185,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,35,8.5161044882653414e-12,1686,1607,2730,yes
185,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,17,1.5668188968476215e-11,1732,1536,2730,yes
185,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,276,2.0427964875224802e-12,1741,1729,1621,no
186,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,38,1.2620113287731272e-12,1717,1578,85,no
186,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,34,7.2206407519814775e-12,1710,1581,2730,yes
186,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,18,1.0006079298463533e-11,1721,1610,2730,yes
186,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,72,3.757272271087686e-12,1697,1667,2730,yes
187,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,79,3.5301041603763572e-12,1698,1497,2730,yes
187,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,40,3.1602997996316162e-11,1815,1566,2730,yes
187,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,17,1.99942840062306e-11,1786,1576,810,no
187,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,75,-2.622256578543869e-12,1696,1677,1024,yes
188,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,595,1.8368411175764821e-12,1753,1564,8191,yes
188,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,34,-1.5429740818362347e-12,1689,1657,1621,no
188,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,23,2.1960586127356407e-11,1763,1559,8191,yes
188,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,215,1.0666793837099675e-11,1773,1610,2730,yes
189,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,40,2.4428688238931073e-12,1821,1578,2730,yes
189,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,35,2.3113108649219782e-11,1752,1586,2730,yes
189,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,18,2.2286172907115542e-11,1778,1584,8191,yes
189,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,230,8.3286016971939603e-12,1756,1683,1152,no
190,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,43,-6.6477899574035604e-13,1709,1682,2730,yes
190,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,33,2.1257162696741716e-11,1795,1576,1621,no
190,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,21,2.3273896698761121e-11,1727,1613,2730,yes
190,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,202,8.6039717017705186e-12,1703,1653,1365,yes
191,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,81,2.1052378590402654e-12,1764,1654,2730,yes
191,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,34,2.5342831999619619e-11,1785,1533,5376,no
191,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,18,2.6116511731011371e-11,1854,1577,2730,yes
191,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,124,9.7532745768624807e-12,1771,1700,85,no
192,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,172,1.9485489610726603e-12,1732,1630,2730,yes
192,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,141,-8.1502513071818328e-13,1639,1610,2730,yes
192,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,18,1.607905475431437e-11,1710,1499,2730,yes
192,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,504,7.4747708023181758e-12,1728,1633,831,no
193,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,2695,1.364221615448441e-12,1769,1611,1152,no
193,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,436,-3.624888583741992e-12,1720,1628,810,no
193,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,22,1.1874334848727131e-11,1732,1602,2730,yes
193,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,244,-2.9525409894759491e-12,1676,1748,2730,yes
194,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,170,1.786791201108251e-12,1735,1592,2730,yes
194,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,162,1.1338211619582594e-11,1743,1546,8191,yes
194,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,18,8.8155316380067461e-12,1713,1583,2730,yes
194,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,211,-1.0922200643914692e-12,1719,1676,2730,yes
195,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,85,9.3891040775506696e-13,1720,1607,8191,yes
195,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,145,1.3316962116372011e-11,1703,1587,2730,yes
195,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,17,-3.9473979640547441e-12,1674,1604,2730,yes
195,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,153,1.0526281235545554e-11,1757,1644,85,no
196,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,85,1.8916847255301406e-12,1771,1569,1621,no
196,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,54,1.2647702329893207e-11,1708,1503,2730,yes
196,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,22,1.2637738078247196e-11,1714,1548,2730,yes
196,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,582,9.8431332529180793e-12,1734,1619,575,no
197,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,169,1.188651607697544e-12,1737,1626,2730,yes
197,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,57,8.6367371587847686e-12,1649,1647,2730,yes
197,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,26,1.8401377643861849e-11,1709,1577,2730,yes
197,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,282,1.2537859639394355e-11,1748,1595,1621,no
198,0,-0.02,0.01,0.050000000000000003,0.25,4.6566128730773926e-10,678,-7.6997869885575554e-13,1663,1722,0,yes
198,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,41,7.9764389537828606e-12,1739,1642,2730,yes
198,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,9,1.2199352639186145e-11,1744,1643,2730,yes
198,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,292,7.0271427565771205e-12,1708,1616,2730,yes
199,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,676,9.8473486309647029e-13,1697,1606,8191,yes
199,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,38,4.8972770283484124e-12,1661,1581,2730,yes
199,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,33,1.8841986998419102e-11,1762,1564,1621,no
199,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,147,1.1726224158348231e-11,1745,1648,1919,no
200,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,168,-1.2197291787696685e-12,1647,1624,2730,yes
200,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,41,-2.2857549186738879e-12,1701,1606,8191,yes
200,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,101,1.8383359071116878e-11,1756,1597,1919,no
200,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,505,7.6401072968135253e-12,1707,1645,2730,yes
201,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,84,5.4962631668153961e-13,1705,1649,2730,yes
201,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,37,8.7732321407685276e-12,1737,1645,8191,yes
201,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,233,1.4370762392579284e-11,1784,1583,8191,yes
201,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,252,1.4504064616005508e-11,1791,1616,2730,yes
202,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,84,1.3075547589114223e-12,1763,1626,1919,no
202,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,39,1.2629230994321006e-11,1755,1578,2730,yes
202,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,1436,9.694012519795292e-12,1732,1595,2730,yes
202,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,104,2.1406210137797643e-12,1689,1717,2730,yes
203,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,161,2.1381568390821393e-12,1760,1590,2730,yes
203,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,82,1.3825579570081459e-11,1732,1549,2730,yes
203,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,49,5.9709754501868773e-12,1733,1610,2730,yes
203,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,103,-6.9124567181333418e-13,1725,1674,2730,yes
204,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,21107,1.1496108766003744e-12,1745,1629,2730,yes
204,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,74,1.448297037853763e-11,1753,1583,2730,yes
204,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,31,9.6451145681353267e-12,1709,1627,2730,yes
204,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,143,1.270920868545744e-12,1678,1658,2730,yes
205,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,176,4.6131432007712192e-12,1817,1561,2730,yes
205,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,79,-2.0162344016583233e-12,1700,1590,2730,yes
205,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,34,3.2218068490852403e-11,1759,1518,1621,no
205,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,141,1.083681061553321e-11,1766,1650,2730,yes
206,0,-0.02,0.01,0.050000000000000003,0.25,4.6566128730773926e-10,79,2.1778395059568467e-12,1775,1603,0,yes
206,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,67,8.4696000213213551e-12,1730,1672,2730,yes
206,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,26,1.5724352375734441e-11,1789,1605,1621,no
206,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,80,7.9707143663121371e-12,1814,1639,1621,no
207,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,42,2.5818028270840898e-12,1781,1617,2730,yes
207,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,143,1.9481270763233027e-11,1792,1562,8191,yes
207,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,24,9.6953278738709514e-12,1776,1588,2730,yes
207,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,54,7.2169284437428871e-12,1764,1633,2730,yes
208,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,44,3.2699710994510411e-12,1767,1547,2730,yes
208,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,139,1.1079269446323536e-11,1777,1566,2730,yes
208,2,0.029999999999999999,0,0.20000000000000001,1,3.7252902984619141e-09,11,1.4381003332619713e-11,1792,1531,85,no
208,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,82,7.1552902491944792e-12,1730,1672,2730,yes
209,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,75,1.4769617820431513e-12,1754,1602,8191,yes
209,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,281,2.8397076357045137e-13,1676,1623,2730,yes
209,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,28,2.2875035199376725e-12,1764,1647,2730,yes
209,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,1355,6.2595388941599772e-12,1750,1658,2730,yes
210,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,372,1.2987761907612416e-12,1745,1705,2730,yes
210,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,567,1.9004782123022146e-11,1740,1589,2730,yes
210,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,41,1.1324725879280351e-11,1743,1569,2730,yes
210,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,83,3.9502151549797304e-12,1660,1673,810,no
211,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,98,-1.3206779420071868e-12,1665,1654,2730,yes
211,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,17968,3.4410782383254013e-11,1781,1525,2730,yes
211,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,15,-4.4658027276156531e-12,1684,1633,2730,yes
211,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,272,-1.0428324870304095e-12,1679,1657,2111,no
212,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,36,3.4892574940492693e-13,1724,1663,2730,yes
212,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,520,1.5238713069187781e-11,1730,1592,2730,yes
212,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,16,8.921224869951061e-12,1730,1604,8191,yes
212,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,147,9.3828556035902011e-12,1752,1663,768,no
213,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,20,7.6966905071529368e-13,1698,1620,2730,yes
213,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,306,1.4520058766454014e-11,1763,1544,2730,yes
213,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,15,1.2980699848341715e-11,1815,1631,2730,yes
213,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,583,1.2293475265545695e-11,1742,1623,2730,yes
214,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,26,3.4316716135407432e-12,1786,1561,2730,yes
214,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,158,2.2909743546684069e-11,1795,1575,2730,yes
214,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,15,7.1349176566926076e-12,1768,1606,2730,yes
214,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,305,7.0196834456304202e-12,1764,1619,2111,no
215,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,54,1.6238729111384131e-12,1739,1645,5376,no
215,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,151,1.9623157265780122e-11,1745,1542,2730,yes
215,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,10,1.6804974078965529e-11,1773,1611,8191,yes
215,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,254,6.3061084132343126e-12,1786,1711,2730,yes
216,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,402,3.2440003374517579e-12,1745,1610,2730,yes
216,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,77,1.6279630421500713e-11,1706,1536,2730,yes
216,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,12,1.0238782044424966e-11,1774,1612,2730,yes
216,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,496,9.9602548431221294e-12,1763,1627,2730,yes
217,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,57,2.9694606148988889e-12,1736,1554,2730,yes
217,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,78,4.6390113972449853e-12,1695,1569,2730,yes
217,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,19,3.1711161474490268e-12,1738,1615,8191,yes
217,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,122,8.5824958251379257e-12,1748,1669,85,no
218,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,24,2.4292512446066894e-12,1784,1642,8191,yes
218,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,73,1.151652384567825e-11,1698,1596,2730,yes
218,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,16,1.7265883167638663e-11,1741,1594,2730,yes
218,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,1023,1.5712514514314158e-11,1751,1627,2730,yes
219,0,-0.02,0.01,0.050000000000000003,0.25,4.6566128730773926e-10,20,1.1691064782937133e-12,1720,1585,0,yes
219,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,80,1.5146661702658548e-11,1728,1601,2730,yes
219,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,19,1.4657483560220896e-11,1748,1573,2730,yes
219,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,71,-2.8745755775716475e-12,1691,1670,618,no
220,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,22,1.168530550099689e-12,1756,1667,8191,yes
220,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,38,1.0608652845078836e-11,1773,1607,8191,yes
220,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,12,1.3832268663804825e-11,1745,1597,2730,yes
220,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,71,7.4621003820496412e-12,1727,1664,2730,yes
221,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,45,2.5235534148460026e-12,1839,1611,8191,yes
221,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,37,2.9748398189255454e-11,1809,1541,2730,yes
221,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,9,2.0909191045248576e-11,1780,1542,2730,yes
221,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,145,9.0041515909966563e-12,1718,1648,2730,yes
222,0,-0.02,0.01,0.050000000000000003,0.25,9.3132257461547852e-10,179,2.6569306650625624e-13,1660,1696,2730,yes
222,1,0,0,0.40000000000000002,0.25,7.4505805969238281e-09,44,2.7119945178455396e-11,1782,1549,1621,no
222,2,0.029999999999999999,0,0.20000000000000001,1,7.4505805969238281e-09,9,1.2218004385999848e-11,1720,1603,1621,no
222,3,0.029999999999999999,0.01,0.050000000000000003,5,3.7252902984619141e-09,271,-1.6754028719923042e-12,1734,1695,1152,no
