N,contract,rate,q,sigma,maturity,max_abs_x_error,max_ulp_x_error,signed_mean_x_error,positive_count,negative_count,worst_payload,formerly_hard_tail
166,2,0.029999999999999999,0,0.20000000000000001,1,3.5745926177776625e-09,9,3.8378738743509042e-12,4154,4038,149,no
166,3,0.029999999999999999,0.01,0.050000000000000003,5,2.5567735315400484e-09,2204,-1.3603113952372969e-12,4107,4085,5461,yes
167,0,-0.02,0.01,0.050000000000000003,0.25,4.5081385324935363e-10,62,4.1487689526728053e-14,4096,4096,469,no
167,1,0,0,0.40000000000000002,0.25,3.434191749947004e-09,31,-2.3950005212948696e-12,4002,4190,4565,no
167,2,0.029999999999999999,0,0.20000000000000001,1,3.3515478178562745e-09,8,-1.9436462895274164e-12,4132,4060,895,no
167,3,0.029999999999999999,0.01,0.050000000000000003,5,1.9495012808657205e-09,274,-1.1167849540424332e-12,4093,4099,3199,no
168,0,-0.02,0.01,0.050000000000000003,0.25,4.4072978362137133e-10,62,-2.6818124168974507e-13,4028,4164,149,no
168,1,0,0,0.40000000000000002,0.25,3.6603636764759192e-09,31,-3.4463121292590648e-12,4123,4069,5568,no
168,2,0.029999999999999999,0,0.20000000000000001,1,3.5981728098615487e-09,9,-1.1365900725287213e-11,4039,4153,3199,no
168,3,0.029999999999999999,0.01,0.050000000000000003,5,1.8804912114080353e-09,337,-2.1186628084366085e-12,3981,4211,1855,no
169,0,-0.02,0.01,0.050000000000000003,0.25,4.0941325532873503e-10,87,3.7092761558874211e-14,4042,4150,4181,no
169,1,0,0,0.40000000000000002,0.25,3.1893125996623031e-09,31,-2.3220658558026329e-12,4083,4109,7765,no
169,2,0.029999999999999999,0,0.20000000000000001,1,3.6292558318212823e-09,18,1.2608909920780466e-12,4111,4081,3199,no
169,3,0.029999999999999999,0.01,0.050000000000000003,5,1.9589502471192155e-09,232,-2.2614494306549742e-12,4106,4086,8191,yes
170,0,-0.02,0.01,0.050000000000000003,0.25,4.1430683255666522e-10,44,-1.3083395734596575e-13,4097,4095,4650,no
170,1,0,0,0.40000000000000002,0.25,3.4965820866559494e-09,16,6.7167224354834706e-12,4144,4048,4181,no
170,2,0.029999999999999999,0,0.20000000000000001,1,3.6247966738560943e-09,35,3.2711400743888695e-12,4140,4052,6912,no
170,3,0.029999999999999999,0.01,0.050000000000000003,5,1.8437004411027091e-09,174,-9.1291868056639079e-13,4060,4132,1855,no
171,0,-0.02,0.01,0.050000000000000003,0.25,4.3548991001199564e-10,31,-1.7479506476485744e-13,4044,4148,3199,no
171,1,0,0,0.40000000000000002,0.25,3.3100963982661216e-09,16,-1.1623861519611747e-11,4011,4181,3413,yes
171,2,0.029999999999999999,0,0.20000000000000001,1,3.4644323603643056e-09,279,2.6798726757388345e-12,4122,4070,7616,no
171,3,0.029999999999999999,0.01,0.050000000000000003,5,1.8827498568593546e-09,1387,2.9777365830509168e-12,4094,4098,1855,no
172,0,-0.02,0.01,0.050000000000000003,0.25,4.1966173073516476e-10,27,-4.8431944017706894e-13,4047,4145,4565,no
172,1,0,0,0.40000000000000002,0.25,3.3447631769883153e-09,15,-1.2171779540377044e-11,4014,4178,149,no
172,2,0.029999999999999999,0,0.20000000000000001,1,3.6085834241644386e-09,35,-3.8322850226044214e-13,4098,4094,4181,no
172,3,0.029999999999999999,0.01,0.050000000000000003,5,1.8326028726481906e-09,524,5.3079790072537695e-14,4132,4060,4864,no
173,0,-0.02,0.01,0.050000000000000003,0.25,4.2149399882991889e-10,54,-3.4789841173636067e-13,4082,4110,1237,no
173,1,0,0,0.40000000000000002,0.25,3.264312222316575e-09,18,-8.8995172557322194e-13,4111,4081,2410,no
173,2,0.029999999999999999,0,0.20000000000000001,1,3.277714474760372e-09,18,-2.0145521383672745e-12,4083,4109,7808,no
173,3,0.029999999999999999,0.01,0.050000000000000003,5,1.8240756461055481e-09,522,6.2583827295138836e-13,4119,4073,3413,yes
174,0,-0.02,0.01,0.050000000000000003,0.25,4.3817194283329114e-10,107,-3.7758023190422912e-13,4077,4115,3114,no
174,1,0,0,0.40000000000000002,0.25,3.4890632147253668e-09,18,-2.3310511096165802e-12,4069,4123,4437,yes
174,2,0.029999999999999999,0,0.20000000000000001,1,3.5270967028730854e-09,8,-4.0611185877838656e-12,4047,4145,149,no
174,3,0.029999999999999999,0.01,0.050000000000000003,5,1.8681367958808977e-09,980,-1.6843485200715918e-12,4081,4111,4714,no
175,0,-0.02,0.01,0.050000000000000003,0.25,4.1940166015104398e-10,26,8.2214231447148907e-13,4076,4116,5568,no
175,1,0,0,0.40000000000000002,0.25,3.4454454927321208e-09,37,1.9846801577282408e-12,4096,4096,2197,no
175,2,0.029999999999999999,0,0.20000000000000001,1,3.4326494682576103e-09,8,1.1335783382814163e-11,4170,4022,7210,no
175,3,0.029999999999999999,0.01,0.050000000000000003,5,1.7943296179064058e-09,244,-2.310752419130931e-12,4106,4086,2303,no
176,0,-0.02,0.01,0.050000000000000003,0.25,4.3553142098780173e-10,15,1.3081007524641166e-12,4126,4066,512,yes
176,1,0,0,0.40000000000000002,0.25,3.3513536247917977e-09,37,4.2525669632106773e-12,4123,4069,5568,no
176,2,0.029999999999999999,0,0.20000000000000001,1,3.6106082096187511e-09,8,-3.9191949150732678e-12,4085,4107,2218,yes
176,3,0.029999999999999999,0.01,0.050000000000000003,5,1.9078970700523692e-09,1715,-1.406298676647726e-12,4096,4096,4864,no
177,0,-0.02,0.01,0.050000000000000003,0.25,4.2317146263034086e-10,27,-1.2322222215473599e-13,4082,4110,1621,no
177,1,0,0,0.40000000000000002,0.25,3.4889702408827204e-09,74,-5.9660925489343586e-12,4013,4179,5248,no
177,2,0.029999999999999999,0,0.20000000000000001,1,3.4277122859555649e-09,5,9.0597977053266844e-12,4092,4100,6399,no
177,3,0.029999999999999999,0.01,0.050000000000000003,5,1.8243367905496662e-09,213,5.0368736234192763e-12,4141,4051,6399,no
178,0,-0.02,0.01,0.050000000000000003,0.25,4.3573141723327076e-10,214,-5.138886457418462e-13,4044,4148,512,yes
178,1,0,0,0.40000000000000002,0.25,3.4656406410105897e-09,1176,-6.9728549455185268e-12,4032,4160,7616,no
178,2,0.029999999999999999,0,0.20000000000000001,1,3.3525076275951899e-09,5,-1.5124188058120455e-12,4140,4052,6399,no
178,3,0.029999999999999999,0.01,0.050000000000000003,5,1.7500608924554822e-09,120,-1.2653214393147772e-12,4066,4126,256,no
179,0,-0.02,0.01,0.050000000000000003,0.25,4.2017302213338174e-10,54,6.0085353719869797e-13,4100,4092,1280,no
179,1,0,0,0.40000000000000002,0.25,3.4384424084170044e-09,73,6.8137450922389659e-15,4078,4114,6527,no
179,2,0.029999999999999999,0,0.20000000000000001,1,3.3900234007333185e-09,5,-6.0195947937694771e-12,4075,4117,512,yes
179,3,0.029999999999999999,0.01,0.050000000000000003,5,1.8072036809785369e-09,477,-1.8763941410640463e-13,4066,4126,7210,no
180,0,-0.02,0.01,0.050000000000000003,0.25,4.2045011759994403e-10,26,1.9227647497519738e-13,4135,4057,7808,no
180,1,0,0,0.40000000000000002,0.25,3.5148876456822091e-09,36,-8.0410145012691962e-12,4009,4183,6527,no
180,2,0.029999999999999999,0,0.20000000000000001,1,3.4863030871821234e-09,4,-2.9321150866394214e-12,4011,4181,2218,yes
180,3,0.029999999999999999,0.01,0.050000000000000003,5,1.8426204852317046e-09,238,-4.1149068743287516e-12,4090,4102,2197,no
181,0,-0.02,0.01,0.050000000000000003,0.25,4.2182762922524177e-10,25,-1.3147780299015489e-13,4088,4104,6997,yes
181,1,0,0,0.40000000000000002,0.25,3.5735291123365347e-09,36,-2.2559217441723569e-12,4067,4125,3199,no
181,2,0.029999999999999999,0,0.20000000000000001,1,3.3123519316471153e-09,5,3.0655923185670395e-12,4136,4056,1621,no
181,3,0.029999999999999999,0.01,0.050000000000000003,5,1.8574536731119968e-09,638,-5.0891127263905819e-14,4146,4046,6399,no
182,0,-0.02,0.01,0.050000000000000003,0.25,4.1974107294168757e-10,32,-4.1648396960363445e-13,4095,4097,3199,no
182,1,0,0,0.40000000000000002,0.25,3.5685124274902091e-09,18,1.0691563961936036e-12,4098,4094,4437,yes
182,2,0.029999999999999999,0,0.20000000000000001,1,3.4035494940612437e-09,4,5.3291098972559443e-12,4096,4096,2218,yes
182,3,0.029999999999999999,0.01,0.050000000000000003,5,1.6782312483219304e-09,118,-2.5655901587923018e-12,4092,4100,7039,no
183,0,-0.02,0.01,0.050000000000000003,0.25,4.1144368695512503e-10,518,-1.2735277279710127e-12,4068,4124,3626,no
183,1,0,0,0.40000000000000002,0.25,3.521945546334422e-09,18,4.2973558441539216e-12,3991,4201,512,yes
183,2,0.029999999999999999,0,0.20000000000000001,1,3.5086359900842253e-09,5,2.5410246525603469e-12,3998,4194,6912,no
183,3,0.029999999999999999,0.01,0.050000000000000003,5,1.8563764210232594e-09,620,-1.450455836982073e-13,4091,4101,6527,no
184,0,-0.02,0.01,0.050000000000000003,0.25,4.1947858790041182e-10,49,-2.3516885157325382e-13,4072,4120,5760,no
184,1,0,0,0.40000000000000002,0.25,3.393978014186136e-09,18,-7.3178631639948816e-12,4023,4169,1280,no
184,2,0.029999999999999999,0,0.20000000000000001,1,3.5470590647910226e-09,5,-3.6342819461666903e-12,4118,4074,469,no
184,3,0.029999999999999999,0.01,0.050000000000000003,5,1.8315461658503803e-09,77,-3.4521064778969254e-12,4049,4143,6463,no
185,0,-0.02,0.01,0.050000000000000003,0.25,4.188733356248909e-10,49,-2.9590249651018577e-13,4088,4104,3199,no
185,1,0,0,0.40000000000000002,0.25,3.3478570279057254e-09,13,3.7156503464763228e-12,4096,4096,4565,no
185,2,0.029999999999999999,0,0.20000000000000001,1,3.3856108472870156e-09,5,-3.3345989268008084e-12,4131,4061,3498,no
185,3,0.029999999999999999,0.01,0.050000000000000003,5,1.8790476398343363e-09,169,-2.0718181893100763e-12,4075,4117,2730,yes
186,0,-0.02,0.01,0.050000000000000003,0.25,4.1360433984262134e-10,97,-1.0559489240585943e-12,4045,4147,5503,no
186,1,0,0,0.40000000000000002,0.25,3.4382222167244141e-09,13,-9.915833586959908e-12,4020,4172,6399,no
186,2,0.029999999999999999,0,0.20000000000000001,1,3.5805494205547507e-09,4,-1.5508582079216658e-12,4090,4102,2218,yes
186,3,0.029999999999999999,0.01,0.050000000000000003,5,1.8293499698080783e-09,51,-3.2389030551423037e-12,4099,4093,3178,no
187,0,-0.02,0.01,0.050000000000000003,0.25,4.337552660293174e-10,194,2.0518877433822507e-13,4088,4104,4437,yes
187,1,0,0,0.40000000000000002,0.25,3.4905840045394652e-09,25,7.0239477459215027e-12,4165,4027,42,no
187,2,0.029999999999999999,0,0.20000000000000001,1,3.0949497950781073e-09,5,6.3391344287570906e-12,4182,4010,4650,no
187,3,0.029999999999999999,0.01,0.050000000000000003,5,1.8791750844329123e-09,51,-4.6507835780322091e-12,4083,4109,512,yes
188,0,-0.02,0.01,0.050000000000000003,0.25,4.0300842771003952e-10,1547,7.1251485567303223e-14,4054,4138,4650,no
188,1,0,0,0.40000000000000002,0.25,3.5835952805194773e-09,25,-8.3394420192663943e-12,3995,4197,3199,no
188,2,0.029999999999999999,0,0.20000000000000001,1,3.2165321491314613e-09,4,-4.2924174669023244e-13,4176,4016,1919,no
188,3,0.029999999999999999,0.01,0.050000000000000003,5,1.8753618002345679e-09,203,7.7956141395858381e-13,4142,4050,469,no
189,0,-0.02,0.01,0.050000000000000003,0.25,4.29072775482339e-10,96,-2.6576765935581238e-13,4050,4142,6399,no
189,1,0,0,0.40000000000000002,0.25,3.2557307130055735e-09,25,-5.5915497905480396e-12,4029,4163,4565,no
189,2,0.029999999999999999,0,0.20000000000000001,1,3.3302493483060598e-09,5,2.6774329302235501e-12,4128,4064,6912,no
189,3,0.029999999999999999,0.01,0.050000000000000003,5,1.7403703197537732e-09,202,1.2270535945395679e-13,4090,4102,1152,no
190,0,-0.02,0.01,0.050000000000000003,0.25,4.2823974709574233e-10,96,-5.1831523883123713e-13,4045,4147,5248,no
190,1,0,0,0.40000000000000002,0.25,3.3155564374456368e-09,49,9.4453140793845427e-12,4143,4049,1621,no
190,2,0.029999999999999999,0,0.20000000000000001,1,3.4346300231381535e-09,5,1.1384727534732357e-12,4102,4090,3114,no
190,3,0.029999999999999999,0.01,0.050000000000000003,5,2.092909398908336e-09,186,-4.1669512455672004e-12,4128,4064,2730,yes
191,0,-0.02,0.01,0.050000000000000003,0.25,4.0638204899146612e-10,48,-9.9888518681249911e-13,3994,4198,4864,no
191,1,0,0,0.40000000000000002,0.25,3.2399226849498848e-09,50,3.1109891571917823e-12,4108,4084,3114,no
191,2,0.029999999999999999,0,0.20000000000000001,1,3.2128020403573196e-09,5,-3.9228912653660319e-12,4085,4107,2431,no
191,3,0.029999999999999999,0.01,0.050000000000000003,5,1.8315771711849972e-09,116,-1.4992736639459536e-12,4096,4096,469,no
192,0,-0.02,0.01,0.050000000000000003,0.25,4.0295895022640874e-10,53,-3.9075637773281485e-14,4070,4122,3584,yes
192,1,0,0,0.40000000000000002,0.25,3.3836011064510601e-09,98,-7.1445949371629339e-12,4047,4145,3669,no
192,2,0.029999999999999999,0,0.20000000000000001,1,3.3237233788738965e-09,5,2.1829264569905595e-12,4057,4135,2303,no
192,3,0.029999999999999999,0.01,0.050000000000000003,5,1.5492034433947701e-09,464,-3.3785103497324858e-13,4083,4109,7210,no
193,0,-0.02,0.01,0.050000000000000003,0.25,4.2386999176691136e-10,837,-8.9272740283682594e-13,4068,4124,1152,no
193,1,0,0,0.40000000000000002,0.25,3.3268592280485791e-09,393,-7.7328321383851324e-12,4088,4104,6698,no
193,2,0.029999999999999999,0,0.20000000000000001,1,3.3113971721410507e-09,4,2.6132356141350937e-12,4108,4084,4565,no
193,3,0.029999999999999999,0.01,0.050000000000000003,5,1.8026260178328417e-09,231,-1.9621155501504826e-12,4124,4068,42,no
194,0,-0.02,0.01,0.050000000000000003,0.25,3.938084995797772e-10,59,-2.350074813470202e-13,4058,4134,895,no
194,1,0,0,0.40000000000000002,0.25,3.252150387686208e-09,196,-5.5491075553226192e-12,4078,4114,6399,no
194,2,0.029999999999999999,0,0.20000000000000001,1,3.212551744198607e-09,4,2.1238900985954263e-12,4081,4111,1920,no
194,3,0.029999999999999999,0.01,0.050000000000000003,5,1.783969202410063e-09,185,-2.8794876547857402e-12,4104,4088,2218,yes
195,0,-0.02,0.01,0.050000000000000003,0.25,4.2071128016125928e-10,58,-3.5262699593550684e-13,4064,4128,469,no
195,1,0,0,0.40000000000000002,0.25,3.3284967342090667e-09,98,8.3552091135365856e-13,4085,4107,6912,no
195,2,0.029999999999999999,0,0.20000000000000001,1,3.319490091395411e-09,7,-3.8899525733809631e-12,4035,4157,4864,no
195,3,0.029999999999999999,0.01,0.050000000000000003,5,1.6508663168694618e-09,104,2.8100115125301473e-13,4123,4069,5973,yes
196,0,-0.02,0.01,0.050000000000000003,0.25,4.0587307405418061e-10,58,1.5047805650142299e-13,4121,4071,1621,no
196,1,0,0,0.40000000000000002,0.25,3.3739045916824151e-09,49,7.0812757554379233e-12,4106,4086,6912,no
196,2,0.029999999999999999,0,0.20000000000000001,1,3.3263108102521771e-09,8,2.1719250516967126e-12,4079,4113,3498,no
196,3,0.029999999999999999,0.01,0.050000000000000003,5,1.8076894974711218e-09,415,-1.8181945280144154e-12,4082,4110,42,no
197,0,-0.02,0.01,0.050000000000000003,0.25,4.3967800878177549e-10,116,2.0972149271408665e-14,4048,4144,4437,yes
197,1,0,0,0.40000000000000002,0.25,3.2352022242834809e-09,49,-6.0243043755401354e-12,3971,4221,3669,no
197,2,0.029999999999999999,0,0.20000000000000001,1,3.3778673462176658e-09,8,-7.6986525356590457e-12,4040,4152,6442,no
197,3,0.029999999999999999,0.01,0.050000000000000003,5,1.8384457830261665e-09,207,2.4290554594731382e-12,4083,4109,6399,no
198,0,-0.02,0.01,0.050000000000000003,0.25,3.7607681076792818e-10,461,-1.3028071881564511e-12,3987,4205,6912,no
198,1,0,0,0.40000000000000002,0.25,3.2521163695380952e-09,25,-5.613727702010956e-12,4062,4130,4864,no
198,2,0.029999999999999999,0,0.20000000000000001,1,3.354856228506643e-09,7,-9.2655704191226759e-12,4064,4128,4437,yes
198,3,0.029999999999999999,0.01,0.050000000000000003,5,1.7009647537900131e-09,112,-2.4994130715822764e-12,4077,4115,1920,no
199,0,-0.02,0.01,0.050000000000000003,0.25,4.1886254447631454e-10,460,-5.3104554688504442e-13,4085,4107,2218,yes
199,1,0,0,0.40000000000000002,0.25,3.2159436955893968e-09,24,-3.3863317076101526e-12,4036,4156,6997,yes
199,2,0.029999999999999999,0,0.20000000000000001,1,3.3518787008801998e-09,15,2.6943910232843974e-12,4065,4127,256,no
199,3,0.029999999999999999,0.01,0.050000000000000003,5,1.7394882042843402e-09,82,-2.5048501332794228e-13,4100,4092,3498,no
200,0,-0.02,0.01,0.050000000000000003,0.25,3.8819883587043166e-10,115,-2.9635459976502908e-13,4126,4066,6997,yes
200,1,0,0,0.40000000000000002,0.25,3.3409351756291291e-09,24,-2.874531106604858e-12,4041,4151,6912,no
200,2,0.029999999999999999,0,0.20000000000000001,1,3.4375634418693511e-09,29,2.6474493357418941e-12,4059,4133,2218,yes
200,3,0.029999999999999999,0.01,0.050000000000000003,5,1.7711095307003844e-09,327,3.6513196219067084e-12,4147,4045,1855,no
201,0,-0.02,0.01,0.050000000000000003,0.25,4.0591667454569778e-10,57,-2.2449962425001104e-13,4046,4146,6912,no
201,1,0,0,0.40000000000000002,0.25,2.9881661704041655e-09,12,-3.7202494261586212e-13,4075,4117,3669,no
201,2,0.029999999999999999,0,0.20000000000000001,1,3.0099940432467158e-09,59,-1.6103876536027355e-12,4080,4112,3669,no
201,3,0.029999999999999999,0.01,0.050000000000000003,5,1.7856766904457698e-09,164,-1.0377728445123374e-12,4025,4167,6399,no
202,0,-0.02,0.01,0.050000000000000003,0.25,4.1010768369415242e-10,57,3.6032842222673625e-13,4137,4055,6698,no
202,1,0,0,0.40000000000000002,0.25,3.0817851612928567e-09,13,4.6891925555195338e-13,4132,4060,1152,no
202,2,0.029999999999999999,0,0.20000000000000001,1,3.1840372027071583e-09,473,7.2814548978020256e-13,4107,4085,895,no
202,3,0.029999999999999999,0.01,0.050000000000000003,5,1.7483201715283443e-09,41,-9.7153628075585219e-13,4052,4140,3114,no
203,0,-0.02,0.01,0.050000000000000003,0.25,4.3067854416704328e-10,109,2.5687625826513858e-13,4083,4109,4181,no
203,1,0,0,0.40000000000000002,0.25,3.146684771827817e-09,24,3.6076083938020626e-12,4077,4115,3584,yes
203,2,0.029999999999999999,0,0.20000000000000001,1,3.3285518792520361e-09,30,-1.837284406719232e-12,4079,4113,4864,no
203,3,0.029999999999999999,0.01,0.050000000000000003,5,1.7461039726955708e-09,67,-3.8049670500455199e-12,4099,4093,4650,no
204,0,-0.02,0.01,0.050000000000000003,0.25,3.9256566538289694e-10,13852,-1.8769415493046409e-13,4062,4130,1919,no
204,1,0,0,0.40000000000000002,0.25,3.3498596921641128e-09,24,-1.6987503700302644e-12,4009,4183,512,yes
204,2,0.029999999999999999,0,0.20000000000000001,1,3.4153937790049406e-09,15,-5.0972297845816673e-12,3994,4198,6912,no
204,3,0.029999999999999999,0.01,0.050000000000000003,5,1.734039900478558e-09,132,-3.3784974395940184e-12,4061,4131,149,no
205,0,-0.02,0.01,0.050000000000000003,0.25,3.9695331891993302e-10,108,1.126722293112257e-12,4093,4099,2218,yes
205,1,0,0,0.40000000000000002,0.25,3.381491235759922e-09,24,-1.9387244486949988e-12,4074,4118,4437,yes
205,2,0.029999999999999999,0,0.20000000000000001,1,3.2936214966209992e-09,15,8.1369588945186274e-12,4072,4120,3669,no
205,3,0.029999999999999999,0.01,0.050000000000000003,5,1.76210624291674e-09,133,3.1084387857460388e-12,4114,4078,3199,no
206,0,-0.02,0.01,0.050000000000000003,0.25,4.1510545137702832e-10,54,-2.6776535551879597e-13,4086,4106,512,yes
206,1,0,0,0.40000000000000002,0.25,3.1346015361918442e-09,24,-4.3112210785117672e-12,4041,4151,1280,no
206,2,0.029999999999999999,0,0.20000000000000001,1,3.0790911074288933e-09,7,1.9120785748733164e-12,4077,4115,4480,no
206,3,0.029999999999999999,0.01,0.050000000000000003,5,1.7405196244705552e-09,66,1.9254728690357374e-12,4100,4092,1621,no
207,0,-0.02,0.01,0.050000000000000003,0.25,4.183242678491962e-10,28,-2.3016080788997013e-13,4070,4122,256,no
207,1,0,0,0.40000000000000002,0.25,3.3794455363984357e-09,48,6.6406363093107855e-13,4065,4127,2218,yes
207,2,0.029999999999999999,0,0.20000000000000001,1,3.2239793041104247e-09,7,8.642160255892831e-13,4144,4048,6442,no
207,3,0.029999999999999999,0.01,0.050000000000000003,5,1.8457345844747519e-09,37,-3.1876908480697099e-12,4068,4124,3178,no
208,0,-0.02,0.01,0.050000000000000003,0.25,3.7784799640169214e-10,29,-4.7833805836155798e-13,4034,4158,4821,no
208,1,0,0,0.40000000000000002,0.25,2.9632597283426529e-09,48,-3.4879268498220012e-12,4074,4118,6442,no
208,2,0.029999999999999999,0,0.20000000000000001,1,3.4630826041813517e-09,7,3.5739998490626738e-13,4081,4111,512,yes
208,3,0.029999999999999999,0.01,0.050000000000000003,5,1.791915329729501e-09,73,1.3781276268142424e-13,4088,4104,3178,no
209,0,-0.02,0.01,0.050000000000000003,0.25,4.1376582879292629e-10,30,-2.5638830021404524e-13,4101,4091,3199,no
209,1,0,0,0.40000000000000002,0.25,3.4809446970257795e-09,96,-8.6825830195478372e-12,4050,4142,2218,yes
209,2,0.029999999999999999,0,0.20000000000000001,1,3.3488798579788321e-09,7,-3.6748700252717891e-12,4129,4063,4437,yes
209,3,0.029999999999999999,0.01,0.050000000000000003,5,1.7245460262735804e-09,1162,3.7890044876389043e-13,4107,4085,7808,no
210,0,-0.02,0.01,0.050000000000000003,0.25,3.9755853059039513e-10,122,-3.9949034402645891e-13,4071,4121,1920,no
210,1,0,0,0.40000000000000002,0.25,3.1903432300655318e-09,191,2.1140987674993786e-12,4108,4084,1237,no
210,2,0.029999999999999999,0,0.20000000000000001,1,3.2726918106445418e-09,7,-7.4836670548647527e-13,4056,4136,4437,yes
210,3,0.029999999999999999,0.01,0.050000000000000003,5,1.7442658695209741e-09,73,2.9563878887933271e-13,4060,4132,6997,yes
211,0,-0.02,0.01,0.050000000000000003,0.25,4.0782709979005399e-10,30,-2.8138786080640485e-13,4072,4120,6399,no
211,1,0,0,0.40000000000000002,0.25,3.2078724740896368e-09,6083,2.9594122925925675e-12,4106,4086,1237,no
211,2,0.029999999999999999,0,0.20000000000000001,1,3.3237940279597715e-09,4,-4.3505901371686408e-12,4053,4139,256,no
211,3,0.029999999999999999,0.01,0.050000000000000003,5,1.8046131851642082e-09,207,-1.8900359916797855e-12,4083,4109,4714,no
212,0,-0.02,0.01,0.050000000000000003,0.25,4.2719421904972828e-10,16,3.4151803104321508e-13,4099,4093,4437,yes
212,1,0,0,0.40000000000000002,0.25,3.3140466069430826e-09,189,-6.3478841474901611e-12,3979,4213,3199,no
212,2,0.029999999999999999,0,0.20000000000000001,1,3.2630385293645261e-09,4,-4.6550577129051459e-12,4043,4149,4181,no
212,3,0.029999999999999999,0.01,0.050000000000000003,5,1.8257992583008191e-09,116,-7.7072318830797319e-13,4065,4127,6912,no
213,0,-0.02,0.01,0.050000000000000003,0.25,3.9964691261747951e-10,14,1.3366655444177434e-13,4150,4042,3413,yes
213,1,0,0,0.40000000000000002,0.25,3.3590651753530748e-09,94,-4.9547030016123853e-12,4075,4117,4181,no
213,2,0.029999999999999999,0,0.20000000000000001,1,3.1572271847737223e-09,4,-6.2579452379625292e-12,4072,4120,512,yes
213,3,0.029999999999999999,0.01,0.050000000000000003,5,1.725038422710795e-09,464,6.2535896306548166e-13,4096,4096,1152,no
214,0,-0.02,0.01,0.050000000000000003,0.25,4.2273917530518025e-10,14,7.7355762525795408e-13,4127,4065,6912,no
214,1,0,0,0.40000000000000002,0.25,3.2435534473696743e-09,47,-3.9241303178248762e-12,4014,4178,3199,no
214,2,0.029999999999999999,0,0.20000000000000001,1,3.3339573063556835e-09,4,-4.4929253289159596e-12,4066,4126,256,no
214,3,0.029999999999999999,0.01,0.050000000000000003,5,1.7463699954772331e-09,232,1.8526657692876882e-13,4116,4076,149,no
215,0,-0.02,0.01,0.050000000000000003,0.25,4.2658291019655541e-10,14,-3.7260286839648477e-13,4128,4064,4181,no
215,1,0,0,0.40000000000000002,0.25,3.4214763785067877e-09,47,-1.9482530842253476e-12,4063,4129,3199,no
215,2,0.029999999999999999,0,0.20000000000000001,1,3.1616427438831151e-09,4,-6.2628503747809585e-12,4066,4126,4181,no
215,3,0.029999999999999999,0.01,0.050000000000000003,5,1.756997987590027e-09,188,-7.4713255609791588e-13,4128,4064,4181,no
216,0,-0.02,0.01,0.050000000000000003,0.25,3.639759184827714e-10,57,-5.4261797203365218e-13,4039,4153,1280,no
216,1,0,0,0.40000000000000002,0.25,3.4012956945161591e-09,24,-8.1989747452267336e-13,4075,4117,4437,yes
216,2,0.029999999999999999,0,0.20000000000000001,1,2.9032016321019334e-09,4,-5.7424737100447316e-12,4082,4110,256,no
216,3,0.029999999999999999,0.01,0.050000000000000003,5,1.7722685016797222e-09,374,-7.4172848299493461e-13,4088,4104,4864,no
217,0,-0.02,0.01,0.050000000000000003,0.25,4.3296539542794563e-10,14,9.6251556519827152e-13,4134,4058,2218,yes
217,1,0,0,0.40000000000000002,0.25,3.4141865966851869e-09,23,-5.2219486121614304e-12,4028,4164,512,yes
217,2,0.029999999999999999,0,0.20000000000000001,1,3.0176469067121902e-09,4,-1.3374031490882779e-12,4059,4133,512,yes
217,3,0.029999999999999999,0.01,0.050000000000000003,5,1.691853852341134e-09,93,-3.026087793124021e-13,4098,4094,42,no
218,0,-0.02,0.01,0.050000000000000003,0.25,4.0271685898365823e-10,13,-1.4047497863276994e-13,4057,4135,3584,yes
218,1,0,0,0.40000000000000002,0.25,3.4194548929223256e-09,24,-1.9422978761792484e-12,4054,4138,3199,no
218,2,0.029999999999999999,0,0.20000000000000001,1,3.1790820728482174e-09,5,7.9236184471401403e-13,4049,4143,1237,no
218,3,0.029999999999999999,0.01,0.050000000000000003,5,1.6561423739085817e-09,4799,6.4119880331084714e-13,4144,4048,2431,no
219,0,-0.02,0.01,0.050000000000000003,0.25,4.0455826426511617e-10,13,-2.8416578268824098e-13,4048,4144,4864,no
219,1,0,0,0.40000000000000002,0.25,3.0922792286336073e-09,23,1.3925746546551075e-12,4055,4137,4181,no
219,2,0.029999999999999999,0,0.20000000000000001,1,3.4117670926803114e-09,4,-1.7785692483695348e-12,4084,4108,512,yes
219,3,0.029999999999999999,0.01,0.050000000000000003,5,1.7472855161804335e-09,61,-4.3228000444787408e-12,4077,4115,3114,no
220,0,-0.02,0.01,0.050000000000000003,0.25,3.8549713566139172e-10,13,-1.0171503405160998e-12,4026,4166,2218,yes
220,1,0,0,0.40000000000000002,0.25,3.1574040997757678e-09,11,-2.9671161430543694e-12,4067,4125,512,yes
220,2,0.029999999999999999,0,0.20000000000000001,1,3.2793921179994576e-09,4,1.1079009230868877e-11,4146,4046,3498,no
220,3,0.029999999999999999,0.01,0.050000000000000003,5,1.756940472991569e-09,109,-4.8708763144129986e-12,4083,4109,4181,no
221,0,-0.02,0.01,0.050000000000000003,0.25,4.0628077142963123e-10,13,2.1525999362453063e-14,4090,4102,4864,no
221,1,0,0,0.40000000000000002,0.25,3.2913592644224514e-09,11,2.3070905434208577e-12,4069,4123,3199,no
221,2,0.029999999999999999,0,0.20000000000000001,1,3.0375045502232864e-09,4,1.9056338977164011e-12,4105,4087,3498,no
